symbol,R_12,R_6,Z_12,Z_6,score,rebal_date,weight
KLAC,0.6550543,0.18106347,2.0602686,1.1824065,1.6213377,2020-07-31,0.05
RMD,0.53041834,0.25410563,1.6776195,1.4539024,1.5657609,2020-07-31,0.05
NVDA,0.9526372,0.5913168,2.8023212,2.2692442,2.5357828,2020-08-31,0.05
AMD,0.935919,0.523781,2.7551987,2.0528307,2.4040146,2020-08-31,0.05
REGN,0.70279706,0.520795,2.0981138,2.0432622,2.070688,2020-08-31,0.05
PYPL,0.5382466,0.5947678,1.6343064,2.2803025,1.9573045,2020-08-31,0.05
AAPL,0.77618444,0.3748688,2.3049657,1.575653,1.9403093,2020-08-31,0.05
NEM,0.6014632,0.472494,1.8124909,1.8884854,1.8504882,2020-08-31,0.05
AMZN,0.5135561,0.53803444,1.5647131,2.0985048,1.831609,2020-08-31,0.05
LRCX,0.71632856,0.26448557,2.136254,1.2219381,1.6790961,2020-08-31,0.05
GEN,0.5542748,0.38659176,1.6794841,1.6132183,1.6463512,2020-08-31,0.05
CLX,0.46534637,0.449056,1.4288276,1.8133802,1.621104,2020-08-31,0.05
CDNS,0.43363863,0.45432848,1.3394551,1.8302754,1.5848653,2020-08-31,0.05
ATVI-202310,0.56653416,0.33629704,1.7140387,1.4520526,1.5830457,2020-08-31,0.05
ROL,0.3912376,0.46253785,1.2199423,1.8565818,1.5382621,2020-08-31,0.05
MSCI,0.46387273,0.3799567,1.4246739,1.5919566,1.5083153,2020-08-31,0.05
FTNT,0.58782995,0.25884184,1.7740637,1.2038532,1.4889585,2020-08-31,0.05
SWKS,0.65169287,0.19371381,1.9540699,0.9951554,1.4746126,2020-08-31,0.05
IDXX,0.36785334,0.4208053,1.1540307,1.7228531,1.4384419,2020-08-31,0.05
EBAY,0.35168412,0.4340419,1.1084557,1.7652684,1.436862,2020-08-31,0.05
SNPS,0.4370032,0.35849786,1.3489386,1.5231935,1.436066,2020-08-31,0.05
MKTX,0.48058087,0.3125845,1.471768,1.3760675,1.4239178,2020-08-31,0.05
NVDA,1.1567699,0.81763136,3.3551977,3.0641432,3.2096705,2020-09-30,0.05
AMD,1.0927935,0.65873194,3.1707788,2.5061288,2.8384538,2020-09-30,0.05
AAPL,0.89860225,0.5183017,2.6110015,2.0129738,2.3119876,2020-09-30,0.05
REGN,0.71008205,0.6067382,2.0675719,2.3235402,2.1955562,2020-09-30,0.05
PYPL,0.61469597,0.58357304,1.7926111,2.2421901,2.0174007,2020-09-30,0.05
AMZN,0.6144373,0.5411547,1.7918655,2.0932276,1.9425466,2020-09-30,0.05
NEM,0.6253441,0.40797216,1.8233055,1.6255245,1.7244151,2020-09-30,0.05
GEN,0.66116893,0.37662163,1.9265745,1.5154295,1.721002,2020-09-30,0.05
CRM,0.5679949,0.40248057,1.6579902,1.6062396,1.6321149,2020-09-30,0.05
NFLX,0.4944253,0.42824137,1.445918,1.6967049,1.5713115,2020-09-30,0.05
SNPS,0.51097614,0.40562314,1.4936275,1.6172755,1.5554515,2020-09-30,0.05
ADBE,0.5410609,0.37985092,1.5803502,1.52677,1.55356,2020-09-30,0.05
CMG,0.4989876,0.41323414,1.4590694,1.6440033,1.5515363,2020-09-30,0.05
TGT,0.58913815,0.32737625,1.718938,1.3424923,1.5307152,2020-09-30,0.05
ATVI-202310,0.5451412,0.36295637,1.5921121,1.4674406,1.5297763,2020-09-30,0.05
ROL,0.51115996,0.3800743,1.4941574,1.5275544,1.5108559,2020-09-30,0.05
UPS,0.35735637,0.48442572,1.050802,1.89401,1.4724059,2020-09-30,0.05
QCOM,0.5185803,0.3493053,1.5155474,1.4195015,1.4675245,2020-09-30,0.05
LOW,0.50404453,0.35803038,1.4736464,1.4501418,1.461894,2020-09-30,0.05
CDNS,0.40587088,0.43052638,1.1906503,1.7047292,1.4476898,2020-09-30,0.05
NVDA,1.1748736,0.6958999,3.4679303,2.500447,2.9841886,2020-10-30,0.05
AMD,0.9581982,0.58932453,2.8305082,2.1094337,2.469971,2020-10-30,0.05
AAPL,0.8070289,0.53196055,2.385794,1.8989713,2.1423826,2020-10-30,0.05
PYPL,0.5915495,0.60131747,1.7518902,2.1534343,1.9526622,2020-10-30,0.05
FDX,0.4819259,0.59021604,1.429396,2.1127045,1.7710502,2020-10-30,0.05
AMZN,0.5724722,0.5137347,1.695768,1.8321027,1.7639353,2020-10-30,0.05
BBWI,0.68714476,0.38431334,2.0331151,1.3572696,1.6951923,2020-10-30,0.05
UPS,0.37392434,0.62732035,1.1116738,2.248836,1.6802549,2020-10-30,0.05
SWKS,0.67483616,0.380594,1.9969053,1.3436238,1.6702645,2020-10-30,0.05
ABMD-202212,0.36118102,0.6118669,1.0741851,2.1921391,1.6331621,2020-10-30,0.05
FCX,0.5410142,0.4512547,1.6032238,1.6028702,1.603047,2020-10-30,0.05
BBY,0.59305835,0.4070914,1.7563288,1.4408399,1.5985844,2020-10-30,0.05
ALGN,0.5809734,0.40496126,1.720777,1.4330246,1.5769008,2020-10-30,0.05
CDNS,0.44282308,0.47759122,1.3143622,1.699496,1.5069292,2020-10-30,0.05
CMG,0.39433494,0.47482508,1.1717182,1.6893475,1.4305329,2020-10-30,0.05
QCOM,0.4508208,0.42839664,1.3378901,1.5190065,1.4284483,2020-10-30,0.05
ADBE,0.54451436,0.3513905,1.6135207,1.2364793,1.425,2020-10-30,0.05
ROL,0.5122739,0.37316945,1.5186747,1.316384,1.4175293,2020-10-30,0.05
LOW,0.4099137,0.45196453,1.2175484,1.6054746,1.4115114,2020-10-30,0.05
FBIN,0.5410332,0.343831,1.6032797,1.2087443,1.406012,2020-10-30,0.05
ALGN,0.8565722,0.89585936,2.576103,3.066273,2.821188,2020-11-30,0.05
BBWI,0.52235943,1.0184973,1.6146996,3.632414,2.6235569,2020-11-30,0.05
FCX,0.6036811,0.9434736,1.8486313,3.2860773,2.5673542,2020-11-30,0.05
NVDA,1.0599579,0.6436469,3.1611664,1.9019693,2.5315678,2020-11-30,0.05
FDX,0.5948736,0.7683472,1.8232955,2.4776309,2.150463,2020-11-30,0.05
GAP,0.141776,1.0162389,0.5199055,3.6219883,2.070947,2020-11-30,0.05
AMD,0.95439637,0.5040746,2.857506,1.2576532,2.0575795,2020-11-30,0.05
PYPL,0.58600473,0.66480935,1.797783,1.9996628,1.8987229,2020-11-30,0.05
BBY,0.5074951,0.6833312,1.5719407,2.0851662,1.8285534,2020-11-30,0.05
PWR,0.50681186,0.6806345,1.5699751,2.0727174,1.8213463,2020-11-30,0.05
AAPL,0.67471796,0.5423866,2.0529773,1.4345152,1.7437463,2020-11-30,0.05
QCOM,0.50939524,0.61381125,1.5774065,1.7642373,1.6708219,2020-11-30,0.05
WHR,0.19038856,0.78644544,0.65974545,2.561179,1.6104622,2020-11-30,0.05
FBIN,0.4046383,0.63239515,1.2760607,1.8500272,1.563044,2020-11-30,0.05
HOLX,0.30971897,0.6732931,1.0030137,2.038827,1.5209203,2020-11-30,0.05
LOW,0.38559565,0.62135375,1.2212822,1.799056,1.5101691,2020-11-30,0.05
SIVBQ-202411,0.33019674,0.65448225,1.0619205,1.9519892,1.5069549,2020-11-30,0.05
IDXX,0.44612092,0.5617366,1.3953904,1.5238417,1.4596161,2020-11-30,0.05
DHI,0.24936855,0.6817239,0.82940847,2.0777464,1.4535774,2020-11-30,0.05
SWKS,0.5939487,0.46530396,1.8206348,1.0786741,1.4496545,2020-11-30,0.05
BBWI,0.85444474,1.1829802,2.736616,4.7347517,3.735684,2020-12-31,0.05
FCX,0.87158984,0.9741537,2.7975433,3.6920996,3.2448215,2020-12-31,0.05
ALB,0.8254992,0.80308187,2.6337543,2.8379533,2.7358537,2020-12-31,0.05
NVDA,0.98293257,0.6072892,3.193214,1.8603778,2.5267959,2020-12-31,0.05
AMD,1.0046374,0.5702212,3.2703445,1.6753005,2.4728224,2020-12-31,0.05
FDX,0.6466942,0.8232864,1.9983479,2.9388328,2.4685903,2020-12-31,0.05
ALGN,0.64589095,0.80653006,1.9954935,2.8551698,2.4253316,2020-12-31,0.05
GAP,0.2672624,0.94828564,0.6499886,3.5629427,2.1064656,2020-12-31,0.05
QCOM,0.632776,0.6393782,1.948888,2.0205953,1.9847417,2020-12-31,0.05
PYPL,0.7211847,0.5543523,2.2630594,1.5960685,1.929564,2020-12-31,0.05
PWR,0.4907108,0.6332535,1.444041,1.9900154,1.7170281,2020-12-31,0.05
NOW,0.77098495,0.4191017,2.440031,0.9207743,1.6804026,2020-12-31,0.05
AAPL,0.66094625,0.48916733,2.0489943,1.2706058,1.6598,2020-12-31,0.05
LRCX,0.5309831,0.5806076,1.5871537,1.7271589,1.6571562,2020-12-31,0.05
URI,0.5302361,0.5689329,1.5844992,1.6688682,1.6266837,2020-12-31,0.05
QRVO,0.6614862,0.46893194,2.050913,1.1695724,1.6102427,2020-12-31,0.05
UPS,0.43615395,0.6146446,1.2501663,1.8971026,1.5736344,2020-12-31,0.05
DE,0.42554986,0.59828883,1.2124833,1.8154398,1.5139616,2020-12-31,0.05
SIVBQ-202411,0.44280615,0.5795678,1.2738057,1.7219673,1.4978865,2020-12-31,0.05
TGT,0.5442843,0.5065704,1.6344212,1.3574978,1.4959595,2020-12-31,0.05
FCX,0.8307105,1.0538934,2.782528,4.219571,3.5010495,2021-01-29,0.05
BBWI,0.6765295,0.8316461,2.2009125,3.082445,2.6416788,2021-01-29,0.05
ALB,0.8361193,0.66766214,2.8029315,2.243423,2.5231771,2021-01-29,0.05
ALGN,0.65586317,0.77732176,2.122953,2.804495,2.4637241,2021-01-29,0.05
AMD,0.851231,0.533358,2.8599372,1.5562571,2.2080972,2021-01-29,0.05
QCOM,0.6336751,0.65050644,2.039253,2.1556458,2.0974493,2021-01-29,0.05
PWR,0.5538012,0.6709907,1.7379452,2.2604535,1.9991994,2021-01-29,0.05
FDX,0.5028595,0.69726616,1.5457783,2.3948915,1.9703349,2021-01-29,0.05
NVDA,0.8810008,0.38692725,2.9722378,0.8070459,1.8896419,2021-01-29,0.05
AAPL,0.6947246,0.5159725,2.2695496,1.4673045,1.868427,2021-01-29,0.05
LRCX,0.5916063,0.55601394,1.8805573,1.6721761,1.7763667,2021-01-29,0.05
IDXX,0.686587,0.4813952,2.238852,1.2903901,1.764621,2021-01-29,0.05
PYPL,0.77395165,0.4126859,2.568417,0.93883973,1.7536284,2021-01-29,0.05
GAP,0.20853722,0.8191362,0.43550876,3.018438,1.7269734,2021-01-29,0.05
TWTR-202210,0.56067824,0.558739,1.7638875,1.6861188,1.7250032,2021-01-29,0.05
SIVBQ-202411,0.5149941,0.59109235,1.5915536,1.8516544,1.721604,2021-01-29,0.05
TPR,0.17208153,0.8264948,0.29798725,3.0560884,1.6770378,2021-01-29,0.05
DE,0.4920204,0.581639,1.5048901,1.8032864,1.6540883,2021-01-29,0.05
HWM,0.18517034,0.7802223,0.34736204,2.8193357,1.5833489,2021-01-29,0.05
CDNS,0.66375136,0.40177047,2.1527095,0.8829911,1.5178503,2021-01-29,0.05
BBWI,0.8229549,1.001653,2.8307972,4.419163,3.6249802,2021-02-26,0.05
FCX,0.7220626,0.8440824,2.4571264,3.5403845,2.9987555,2021-02-26,0.05
ALB,0.8174149,0.75178206,2.810279,3.0256207,2.9179497,2021-02-26,0.05
SIVBQ-202411,0.5561042,0.7086163,1.842473,2.7848833,2.3136783,2021-02-26,0.05
ALGN,0.6327667,0.64938927,2.126405,2.454571,2.290488,2021-02-26,0.05
TPR,0.17303358,0.8675309,0.42370984,3.6711578,2.0474339,2021-02-26,0.05
DE,0.5279936,0.61483276,1.7383611,2.2618477,2.0001044,2021-02-26,0.05
PWR,0.55340815,0.5875375,1.8324878,2.1096208,1.9710543,2021-02-26,0.05
QCOM,0.59698385,0.5481328,1.9938773,1.8898586,1.941868,2021-02-26,0.05
GM,0.33760846,0.69472706,1.0332392,2.7074223,1.8703308,2021-02-26,0.05
AMD,0.6245591,0.48724622,2.0960066,1.5502912,1.823149,2021-02-26,0.05
PSKY,0.184811,0.7472474,0.46732938,3.0003307,1.73383,2021-02-26,0.05
MOS,0.19389866,0.73500633,0.500987,2.9320617,1.7165244,2021-02-26,0.05
NVDA,0.7938274,0.3137002,2.722919,0.5824164,1.6526678,2021-02-26,0.05
ABMD-202212,0.71365744,0.36580265,2.4259965,0.87299436,1.6494955,2021-02-26,0.05
TWTR-202210,0.45527005,0.52839434,1.4690177,1.7797763,1.624397,2021-02-26,0.05
WBD,0.23516622,0.67449075,0.653828,2.5945632,1.6241956,2021-02-26,0.05
FDX,0.45725694,0.52291167,1.4763765,1.7491992,1.6127878,2021-02-26,0.05
PYPL,0.772941,0.29626876,2.6455626,0.4852004,1.5653815,2021-02-26,0.05
IVZ,0.1967096,0.6731716,0.5113978,2.5872061,1.549302,2021-02-26,0.05
FCX,1.1167649,0.96493345,3.9394143,2.9916086,3.4655113,2021-03-31,0.05
BBWI,0.8709755,0.80613923,2.952726,2.349669,2.6511974,2021-03-31,0.05
TPR,0.5057552,1.1487323,1.4865983,3.7346313,2.6106148,2021-03-31,0.05
TWTR-202210,0.8639599,0.7500155,2.9245627,2.122784,2.5236733,2021-03-31,0.05
PSKY,0.67653567,0.9207198,2.1721735,2.8128712,2.4925222,2021-03-31,0.05
SIVBQ-202411,0.743258,0.81242025,2.4400213,2.3750606,2.4075408,2021-03-31,0.05
WBD,0.5946364,0.9215847,1.8433998,2.8163674,2.3298836,2021-03-31,0.05
PWR,0.7663237,0.7426923,2.5326152,2.0931795,2.3128972,2021-03-31,0.05
DE,0.80620885,0.6894709,2.6927288,1.8780271,2.285378,2021-03-31,0.05
ALGN,0.7910882,0.657586,2.632029,1.7491295,2.1905794,2021-03-31,0.05
URI,0.7846378,0.6492014,2.606135,1.7152342,2.1606846,2021-03-31,0.05
DISCK-202204,0.4827061,0.8648585,1.3940707,2.5870469,1.9905589,2021-03-31,0.05
AMAT,0.7273191,0.6164433,2.3760366,1.5828066,1.9794216,2021-03-31,0.05
ALB,0.68882203,0.65191805,2.2214954,1.7262164,1.973856,2021-03-31,0.05
ZBRA,0.73692024,0.57600284,2.4145792,1.4193226,1.916951,2021-03-31,0.05
APTV,0.57193035,0.6560694,1.7522495,1.7429986,1.747624,2021-03-31,0.05
MOS,0.40517968,0.7855073,1.0828514,2.2662628,1.6745571,2021-03-31,0.05
NWSA,0.55979526,0.6182481,1.7035348,1.5901028,1.6468189,2021-03-31,0.05
GM,0.44214424,0.72380936,1.2312406,2.0168433,1.624042,2021-03-31,0.05
IVZ,0.32729617,0.83446306,0.7701986,2.4641707,1.6171846,2021-03-31,0.05
FCX,1.195807,0.7464724,4.078271,2.3908322,3.2345514,2021-04-30,0.05
BBWI,1.0494064,0.74387914,3.419128,2.3786368,2.8988824,2021-04-30,0.05
AMAT,0.8444904,0.7790471,2.4965296,2.5440195,2.5202746,2021-04-30,0.05
TPR,0.57777935,1.0287949,1.2957098,3.7184978,2.507104,2021-04-30,0.05
IVZ,0.6119114,0.9226343,1.4493835,3.2192612,2.3343225,2021-04-30,0.05
URI,0.9105679,0.6205674,2.7940319,1.7987438,2.296388,2021-04-30,0.05
SIVBQ-202411,0.86354,0.6590944,2.5822968,1.9799232,2.28111,2021-04-30,0.05
ALGN,0.9082994,0.6007337,2.783818,1.7054728,2.2446454,2021-04-30,0.05
DE,0.8912031,0.5859848,2.706845,1.636114,2.1714795,2021-04-30,0.05
PWR,0.8408029,0.542186,2.4799273,1.4301432,1.9550352,2021-04-30,0.05
ZBRA,0.8328041,0.5266768,2.443914,1.3572086,1.9005613,2021-04-30,0.05
GM,0.6454876,0.6623018,1.6005543,1.9950064,1.7977804,2021-04-30,0.05
LRCX,0.7261178,0.5796955,1.9635776,1.6065376,1.7850575,2021-04-30,0.05
NUE,0.7071256,0.5902631,1.8780686,1.6562334,1.767151,2021-04-30,0.05
NWSA,0.7650938,0.5303017,2.1390603,1.3742553,1.7566578,2021-04-30,0.05
UAA,0.44575134,0.81488657,0.7012769,2.7125604,1.7069187,2021-04-30,0.05
GAP,0.7314818,0.5379417,1.987728,1.4101837,1.6989558,2021-04-30,0.05
KLAC,0.78094697,0.48320562,2.2104363,1.1527785,1.6816075,2021-04-30,0.05
WBD,0.52535,0.6778482,1.0596558,2.068116,1.5638859,2021-04-30,0.05
MHK,0.46207947,0.7337397,0.7747914,2.3309543,1.5528729,2021-04-30,0.05
FCX,1.7226089,0.88231957,3.9423892,2.5991013,3.2707453,2021-05-28,0.05
TPR,1.3069752,1.1188788,2.5388598,3.671678,3.105269,2021-05-28,0.05
BBWI,1.7405875,0.7283578,4.0030994,1.9010276,2.9520636,2021-05-28,0.05
MRO-202411,1.2392087,1.0215513,2.3100228,3.2303877,2.7702053,2021-05-28,0.05
APA,1.575722,0.7531118,3.446375,2.013264,2.7298193,2021-05-28,0.05
FANG,1.1726424,1.0155222,2.0852387,3.2030518,2.6441453,2021-05-28,0.05
DVN,1.2807264,0.92408526,2.4502215,2.78847,2.6193457,2021-05-28,0.05
SIVBQ-202411,1.3310322,0.86562276,2.6200962,2.523397,2.5717466,2021-05-28,0.05
GAP,1.5559713,0.6726029,3.3796802,1.6482309,2.5139556,2021-05-28,0.05
IVZ,1.1412649,0.8787315,1.9792821,2.5828328,2.2810574,2021-05-28,0.05
AMAT,1.0755956,0.8078893,1.7575272,2.261629,2.0095782,2021-05-28,0.05
DFS-202505,1.1920165,0.6898777,2.1506622,1.7265561,1.9386091,2021-05-28,0.05
COF,1.096943,0.7344377,1.829614,1.9285944,1.8791041,2021-05-28,0.05
MGM,1.2389828,0.62725544,2.30926,1.4426223,1.875941,2021-05-28,0.05
MOS,1.1896253,0.6591202,2.1425874,1.5870994,1.8648434,2021-05-28,0.05
OKE,1.0128459,0.7726163,1.5456313,2.1016989,1.8236651,2021-05-28,0.05
OXY,0.7863059,0.9304472,0.7806415,2.8173156,1.7989786,2021-05-28,0.05
ALGN,1.230684,0.5983914,2.2812364,1.3117508,1.7964935,2021-05-28,0.05
EXPE,1.1416284,0.65337664,1.9805095,1.5610577,1.7707837,2021-05-28,0.05
UAA,0.9705979,0.7722992,1.4029666,2.100261,1.7516139,2021-05-28,0.05
BBWI,1.7709386,0.78058803,4.816841,1.9790173,3.3979292,2021-06-30,0.05
FCX,1.5787385,0.9038773,4.11873,2.528379,3.3235545,2021-06-30,0.05
IVZ,1.2543815,0.8009738,2.9405987,2.0698535,2.5052261,2021-06-30,0.05
DVN,0.81789565,1.1092665,1.3551916,3.4435673,2.3993795,2021-06-30,0.05
GAP,1.4237678,0.55025095,3.5558448,0.9526641,2.2542543,2021-06-30,0.05
AMAT,1.0364897,0.8533727,2.1491706,2.3033364,2.2262535,2021-06-30,0.05
MRO-202411,0.6945798,1.1298978,0.9072828,3.535498,2.2213902,2021-06-30,0.05
FANG,0.64922696,1.1486601,0.742552,3.6191,2.180826,2021-06-30,0.05
MOS,1.1547278,0.6735324,2.578636,1.5019909,2.0403135,2021-06-30,0.05
TPR,1.104197,0.7027723,2.3950975,1.6322802,2.0136888,2021-06-30,0.05
SIVBQ-202411,1.1044277,0.69570655,2.3959353,1.600796,1.9983656,2021-06-30,0.05
NWSA,1.0123125,0.72440404,2.061354,1.7286685,1.8950112,2021-06-30,0.05
COF,0.9247592,0.79571927,1.7433422,2.0464401,1.8948911,2021-06-30,0.05
NUE,0.94372076,0.77702755,1.8122145,1.9631522,1.8876834,2021-06-30,0.05
HWM,0.9986495,0.72115695,2.0117269,1.7141998,1.8629633,2021-06-30,0.05
MGM,0.93537223,0.73448837,1.7818909,1.773603,1.7777469,2021-06-30,0.05
F,1.0489376,0.6311067,2.1943836,1.312947,1.7536653,2021-06-30,0.05
DFS-202505,1.0378451,0.6040001,2.1540937,1.1921636,1.6731286,2021-06-30,0.05
NWS,0.9324094,0.68366855,1.7711293,1.5471562,1.6591427,2021-06-30,0.05
TXT,0.9564283,0.64924324,1.8583709,1.3937613,1.6260661,2021-06-30,0.05
BBWI,1.495308,0.62102383,4.1682496,2.6315851,3.3999174,2021-07-30,0.05
MRO-202411,0.94842404,0.8398237,2.1015263,4.004496,3.0530112,2021-07-30,0.05
DVN,1.0668056,0.766396,2.5489004,3.5437567,3.0463285,2021-07-30,0.05
FANG,0.8215271,0.864919,1.6219712,4.1619625,2.8919668,2021-07-30,0.05
FCX,1.4111404,0.46380398,3.8501728,1.6450726,2.7476227,2021-07-30,0.05
GAP,1.338008,0.48144346,3.573799,1.7557554,2.6647773,2021-07-30,0.05
IVZ,1.2471968,0.5118183,3.230615,1.9463494,2.5884821,2021-07-30,0.05
OXY,0.88431823,0.6863855,1.8592645,3.0417123,2.4504883,2021-07-30,0.05
DXC,1.0080762,0.57507896,2.3269567,2.3432934,2.335125,2021-07-30,0.05
TPR,1.1622313,0.42873278,2.9095228,1.4250101,2.1672664,2021-07-30,0.05
AMAT,0.94000185,0.54972696,2.0696976,2.1842163,2.126957,2021-07-30,0.05
NUE,0.85570836,0.5974361,1.7511451,2.4835782,2.1173615,2021-07-30,0.05
COF,0.8301393,0.5972363,1.6545173,2.4823246,2.068421,2021-07-30,0.05
F,0.9564541,0.49259892,2.1318724,1.8257532,1.9788128,2021-07-30,0.05
SIVBQ-202411,0.9520666,0.47840273,2.1152918,1.7366757,1.9259838,2021-07-30,0.05
SYF,0.8972058,0.4763075,1.9079677,1.7235287,1.8157482,2021-07-30,0.05
SPG,0.8812388,0.48439568,1.847627,1.7742798,1.8109534,2021-07-30,0.05
DFS-202505,0.93502176,0.44859594,2.0508776,1.5496461,1.8002619,2021-07-30,0.05
HES-202507,0.6311587,0.6263291,0.9025519,2.6648746,1.7837132,2021-07-30,0.05
FTNT,0.53715694,0.6590161,0.54731077,2.8699763,1.7086436,2021-07-30,0.05
BBWI,1.6790558,0.7690641,5.3987975,4.122501,4.760649,2021-08-31,0.05
NUE,0.94702816,0.68013626,2.329497,3.5081165,2.9188068,2021-08-31,0.05
FCX,1.196126,0.385676,3.373933,1.4737519,2.4238424,2021-08-31,0.05
COF,0.95794916,0.49810472,2.3752875,2.2504988,2.3128932,2021-08-31,0.05
DVN,0.88798124,0.5151671,2.0819206,2.368379,2.2251499,2021-08-31,0.05
FTNT,0.68473417,0.60589707,1.2297311,2.9952135,2.1124723,2021-08-31,0.05
TPR,1.1585281,0.30822247,3.2162898,0.93864167,2.0774658,2021-08-31,0.05
AMAT,0.84924847,0.48695558,1.9195191,2.1734717,2.0464954,2021-08-31,0.05
HCA,0.943723,0.41638488,2.315639,1.6859132,2.000776,2021-08-31,0.05
DXC,0.885019,0.43994483,2.0695004,1.8486841,1.9590923,2021-08-31,0.05
IT,0.78019625,0.50234973,1.6299918,2.2798266,1.9549092,2021-08-31,0.05
F,0.83047485,0.46186483,1.8408036,2.0001247,1.9204642,2021-08-31,0.05
MRO-202411,0.65069103,0.55914366,1.0869925,2.672204,1.8795983,2021-08-31,0.05
CARR,0.9217286,0.3870054,2.2234192,1.4829365,1.8531778,2021-08-31,0.05
ALB,0.99299335,0.33890963,2.5222235,1.1506528,1.8364382,2021-08-31,0.05
WAT,0.7704829,0.45457208,1.5892649,1.9497406,1.7695028,2021-08-31,0.05
SIVBQ-202411,0.9367453,0.34927842,2.2863822,1.2222887,1.7543354,2021-08-31,0.05
JCI,0.75859606,0.43569407,1.5394249,1.8193164,1.6793706,2021-08-31,0.05
GAP,0.8495033,0.37959877,1.9205874,1.4317657,1.6761765,2021-08-31,0.05
IPG-202511,0.7664743,0.42610735,1.5724573,1.7530837,1.6627705,2021-08-31,0.05
NUE,1.0564377,0.8900774,2.7270167,4.46556,3.5962882,2021-09-30,0.05
BBWI,1.2345345,0.7218262,3.43193,3.3726816,3.4023058,2021-09-30,0.05
FTNT,0.8235917,0.7780089,1.8054037,3.737617,2.7715104,2021-09-30,0.05
DVN,1.1000552,0.6090365,2.8996563,2.6400547,2.7698555,2021-09-30,0.05
IT,0.9070698,0.7092111,2.135813,3.2907403,2.7132766,2021-09-30,0.05
COF,0.9722464,0.4782654,2.3937845,1.7906294,2.092207,2021-09-30,0.05
DFS-202505,0.9798276,0.44066122,2.4237907,1.5463707,1.9850807,2021-09-30,0.05
ALB,1.0661012,0.38010353,2.765265,1.1530175,1.9591413,2021-09-30,0.05
NVDA,0.7474917,0.54498106,1.5041972,2.2239819,1.8640895,2021-09-30,0.05
MGM,0.9744401,0.40043926,2.402467,1.2851084,1.8437877,2021-09-30,0.05
MRO-202411,0.77732915,0.4951466,1.6222949,1.9002812,1.761288,2021-09-30,0.05
PWR,0.94095033,0.37210026,2.2699132,1.1010321,1.6854727,2021-09-30,0.05
FCX,1.0398449,0.3061234,2.6613414,0.6724786,1.66691,2021-09-30,0.05
CBRE,0.7876061,0.45692238,1.6629715,1.6519953,1.6574833,2021-09-30,0.05
IPG-202511,0.77486,0.4619426,1.612522,1.6846044,1.6485631,2021-09-30,0.05
MS,0.7832145,0.45463085,1.6455894,1.6371108,1.64135,2021-09-30,0.05
TXT,0.73390067,0.47417402,1.4504035,1.7640537,1.6072285,2021-09-30,0.05
TPR,1.1045824,0.2430577,2.9175751,0.26283446,1.5902048,2021-09-30,0.05
SYF,0.83439225,0.40663478,1.8481526,1.3253516,1.5867522,2021-09-30,0.05
GS,0.7602279,0.43407482,1.5546076,1.5035887,1.5290982,2021-09-30,0.05
DVN,1.2445724,0.5411618,3.8907013,2.8619971,3.3763492,2021-10-29,0.05
IT,0.8504839,0.5290235,2.2920825,2.7822788,2.5371807,2021-10-29,0.05
FTNT,0.794051,0.54788005,2.0631626,2.9061196,2.484641,2021-10-29,0.05
NUE,0.8030323,0.5119811,2.099595,2.6703522,2.3849735,2021-10-29,0.05
BBWI,0.9803123,0.36017478,2.818731,1.673359,2.246045,2021-10-29,0.05
FANG,0.91595435,0.32869187,2.5576632,1.466594,2.0121286,2021-10-29,0.05
ALB,0.8910855,0.33782354,2.4567828,1.5265665,1.9916747,2021-10-29,0.05
COF,0.8674877,0.30828062,2.3610585,1.3325424,1.8468004,2021-10-29,0.05
IPG-202511,0.76205146,0.35464478,1.9333566,1.6370405,1.7851986,2021-10-29,0.05
OKE,0.83652645,0.3055325,2.235464,1.3144939,1.774979,2021-10-29,0.05
SIVBQ-202411,0.92940795,0.24688962,2.6122377,0.929355,1.7707963,2021-10-29,0.05
MRO-202411,0.9676815,0.21582289,2.7674944,0.72532326,1.7464088,2021-10-29,0.05
DFS-202505,0.85712624,0.2745653,2.3190272,1.111116,1.7150717,2021-10-29,0.05
PWR,0.8015475,0.30744165,2.0935724,1.3270324,1.7103024,2021-10-29,0.05
NTAP,0.6695514,0.37298855,1.5581303,1.7575139,1.6578221,2021-10-29,0.05
HCA,0.5880185,0.35094354,1.2273923,1.6127325,1.4200624,2021-10-29,0.05
EFX,0.41700235,0.45124325,0.53366596,2.271454,1.40256,2021-10-29,0.05
CARR,0.56128573,0.35381126,1.1189511,1.6315664,1.3752587,2021-10-29,0.05
CBRE,0.72762966,0.25071302,1.7937247,0.9544653,1.374095,2021-10-29,0.05
FITB,0.7637862,0.22284248,1.9403936,0.77142465,1.3559091,2021-10-29,0.05
DVN,1.492091,0.6356858,4.0963707,3.0824587,3.5894146,2021-11-30,0.05
MRO-202411,1.4002504,0.4315829,3.7642748,1.9120324,2.8381536,2021-11-30,0.05
FTNT,1.0490494,0.6009068,2.4943297,2.8830187,2.6886742,2021-11-30,0.05
IT,0.97695017,0.5978396,2.2336185,2.8654299,2.5495243,2021-11-30,0.05
FANG,1.2975061,0.38825575,3.3927507,1.6635733,2.528162,2021-11-30,0.05
ALB,1.0407374,0.5428868,2.4642735,2.5503037,2.5072885,2021-11-30,0.05
SIVBQ-202411,1.0924144,0.37378633,2.6511378,1.5805985,2.115868,2021-11-30,0.05
